dt,neg,neu,pos,compound,volume
"2021-11-30 03:46:00",0.0209216718,0.8333132863,0.1457519531,0.3406509161,383
"2021-11-30 03:47:00",0.0240949076,0.8376782537,0.1382268518,0.3162645698,432
"2021-11-30 03:48:00",0.0274507385,0.8178915977,0.1546551734,0.3554857075,406
"2021-11-30 03:49:00",0.0254109595,0.8268766999,0.1477013677,0.3418871164,365
"2021-11-30 03:50:00",0.0284864865,0.8280000091,0.1435162127,0.3355927169,370
"2021-11-30 03:51:00",0.0246064365,0.8427178264,0.1326658428,0.3395618796,404
"2021-11-30 03:52:00",0.0272144694,0.8338113427,0.1389689893,0.3241439164,387
"2021-11-30 03:53:00",0.0298660509,0.8213833570,0.1487344056,0.3482272625,433
"2021-11-30 03:54:00",0.0355424099,0.8328147531,0.1316607147,0.2879953086,448
"2021-11-30 03:55:00",0.0418264307,0.8389309645,0.1192544401,0.1832080930,507
"2021-11-30 03:56:00",0.0307948720,0.8268624544,0.1423659623,0.2895477712,429
"2021-11-30 03:57:00",0.0259495191,0.8505985737,0.1234519258,0.2886798084,416
"2021-11-30 03:58:00",0.0327226259,0.8334063292,0.1338856518,0.2700513303,411
"2021-11-30 03:59:00",0.0307995174,0.8376376629,0.1315676272,0.2549504936,414
"2021-11-30 04:00:00",0.0424823314,0.8490741849,0.1084628999,0.1554024667,566
"2021-11-30 04:01:00",0.0290720724,0.8269189000,0.1440112591,0.3287324309,444
"2021-11-30 04:02:00",0.0328492448,0.8429623246,0.1241834164,0.2679472268,398
"2021-11-30 04:03:00",0.0288963858,0.8433710933,0.1277349442,0.2863597572,415
"2021-11-30 04:04:00",0.0278414320,0.8349488378,0.1372046024,0.3173061311,391
"2021-11-30 04:05:00",0.0241702702,0.8355486393,0.1402891874,0.3307548761,370
"2021-11-30 04:06:00",0.0317601077,0.8380566239,0.1301832944,0.3072010875,371
"2021-11-30 04:07:00",0.0368600525,0.8277379274,0.1353994906,0.3124882877,393
"2021-11-30 04:08:00",0.0385763533,0.8310418725,0.1303793043,0.2627699375,406
"2021-11-30 04:09:00",0.0317134969,0.8273939490,0.1408925653,0.3286936581,363
"2021-11-30 04:10:00",0.0503725000,0.8318824768,0.1177499965,0.2221662551,400
"2021-11-30 04:11:00",0.0451508872,0.8286124468,0.1262337267,0.2556062043,338
"2021-11-30 04:12:00",0.0283580907,0.8219124675,0.1497267932,0.3614997268,377
"2021-11-30 04:13:00",0.0233739372,0.8326119184,0.1440141648,0.3526300192,353
"2021-11-30 04:14:00",0.0272068065,0.8224843144,0.1503167599,0.3398107290,382
"2021-11-30 04:15:00",0.0362199545,0.8289092779,0.1348775476,0.2959968150,441
"2021-11-30 04:16:00",0.0328975506,0.8133964539,0.1537060142,0.3747229278,449
"2021-11-30 04:17:00",0.0365043655,0.8106179237,0.1528799087,0.3452229202,458
