dt,open,high,low,close,volume
"2021-11-29 13:55:00",58654.0195312500,58667.9882812500,58630.0000000000,58650.6718750000,12.6172304153
"2021-11-29 13:56:00",58650.6796875000,58650.6914062500,58650.6796875000,58650.6796875000,0.0313099995
"2021-11-29 13:57:00",58650.6796875000,58680.6601562500,58650.6796875000,58671.0000000000,12.1779298782
"2021-11-29 13:58:00",58678.6484375000,58708.0312500000,58663.3593750000,58665.9218750000,11.5993995667
"2021-11-29 13:59:00",58665.9218750000,58680.4882812500,58633.2500000000,58633.2617187500,15.0784597397
"2021-11-29 14:00:00",58633.2500000000,58654.5507812500,58614.0585937500,58633.1093750000,17.2973003387
"2021-11-29 14:01:00",58633.1210937500,58654.5507812500,58619.1914062500,58636.3515625000,16.2468109131
"2021-11-29 14:02:00",58610.8398437500,58610.8398437500,58610.8281250000,58610.8281250000,0.0174300000
"2021-11-29 14:03:00",58610.8398437500,58617.0390625000,58578.8789062500,58578.8789062500,19.5819606781
"2021-11-29 14:04:00",58578.8789062500,58578.8906250000,58531.2812500000,58547.8515625000,39.5696105957
"2021-11-29 14:05:00",58547.8515625000,58570.0000000000,58535.6406250000,58542.0117187500,30.7687492371
"2021-11-29 14:06:00",58544.7187500000,58570.0000000000,58530.0000000000,58530.0117187500,24.0973491669
"2021-11-29 14:07:00",58530.0117187500,58554.6796875000,58500.8906250000,58500.8906250000,26.3181800842
"2021-11-29 14:08:00",58483.4687500000,58488.6406250000,58483.4609375000,58488.6406250000,0.0139100002
"2021-11-29 14:09:00",58483.4687500000,58501.1992187500,58461.9218750000,58473.0507812500,30.1059608459
"2021-11-29 14:10:00",58473.0390625000,58478.1796875000,58391.0390625000,58414.3007812500,62.4223594666
"2021-11-29 14:11:00",58410.0000000000,58471.3710937500,58410.0000000000,58411.4492187500,38.6582908630
"2021-11-29 14:12:00",58410.0117187500,58411.4414062500,58365.2382812500,58373.5195312500,38.4258193970
"2021-11-29 14:13:00",58365.2382812500,58365.2500000000,58252.8984375000,58263.0390625000,77.7287597656
"2021-11-29 14:14:00",58263.0312500000,58287.1914062500,58200.8281250000,58232.1484375000,69.2181472778
"2021-11-29 14:15:00",58237.5781250000,58276.8281250000,58211.8281250000,58261.5390625000,42.4427413940
"2021-11-29 14:16:00",58265.9882812500,58347.6093750000,58261.0781250000,58271.5585937500,50.6817398071
"2021-11-29 14:17:00",58271.5585937500,58328.2890625000,58267.8789062500,58323.2304687500,30.0435390472
"2021-11-29 14:18:00",58329.1992187500,58347.1992187500,58298.7812500000,58301.7890625000,30.1673297882
"2021-11-29 14:19:00",58301.7890625000,58312.1992187500,58218.0117187500,58237.0117187500,144.2515563965
"2021-11-29 14:20:00",58237.0117187500,58237.0117187500,58132.0117187500,58142.1718750000,41.9658584595
"2021-11-29 14:21:00",58134.2500000000,58256.9882812500,58117.8710937500,58251.5703125000,42.3986701965
"2021-11-29 14:22:00",58251.5781250000,58300.0000000000,58251.5703125000,58274.0000000000,31.9955291748
"2021-11-29 14:23:00",58273.9882812500,58274.0000000000,58195.6484375000,58250.1796875000,35.6536407471
"2021-11-29 14:24:00",58250.1718750000,58278.2187500000,58230.2617187500,58251.5781250000,26.2296295166
"2021-11-29 14:25:00",58251.5781250000,58300.0000000000,58242.3085937500,58266.6210937500,21.7175903320
"2021-11-29 14:26:00",58265.0117187500,58339.5507812500,58259.9882812500,58314.0117187500,37.8091392517
"2021-11-29 14:27:00",58314.0117187500,58360.0000000000,58269.1210937500,58282.0117187500,25.5937404633
"2021-11-29 14:28:00",58281.6992187500,58294.0000000000,58237.4687500000,58237.4804687500,17.8220901489
"2021-11-29 14:29:00",58234.1093750000,58242.1289062500,58201.5195312500,58201.5312500000,33.4611816406
"2021-11-29 14:30:00",58201.5195312500,58210.0117187500,58137.7890625000,58144.3984375000,20.0837707520
"2021-11-29 14:31:00",58144.3984375000,58236.4687500000,58101.9804687500,58208.0000000000,35.3549499512
"2021-11-29 14:32:00",58204.8710937500,58228.4882812500,58188.6484375000,58202.6210937500,25.0152797699
"2021-11-29 14:33:00",58201.9804687500,58220.9804687500,58184.9296875000,58201.9687500000,26.2999000549
