dt,block_hash,block_interval,pending_tx_count,day_tx_count,avg_tx_per_block,hashrate,block_height
"2021-12-01 00:26:03",00000000000000000002406c188ebb81c56df419018c742d8994e250bbf9c693,719.8051147461,5716,297148,970.7678222656,712035,2147483647
"2021-12-01 00:15:27",00000000000000000006fd5120dc23c5a1cf87544f18c1fdada544206ec9d92f,721.9315795898,6877,292841,970.7642211914,712034,2147483647
"2021-12-01 00:14:19",000000000000000000081887fe4fb89c1f7ccd1cc29b5aafdeb972f59eada966,716.5338745117,6877,294196,970.7642211914,712033,2147483647
"2021-11-30 23:44:55",0000000000000000000ac4cfb82eee647ba7e04f88aea35ca3bd6b357fc2bb65,714.2772827148,6249,295145,970.7631835938,712032,2147483647
"2021-11-30 23:37:47",00000000000000000006a289f2d2560784e7ed1b8270d453f29be875971b2d13,716.2916870117,6249,298576,970.7631835938,712031,2147483647
"2021-11-30 23:33:01",000000000000000000072e76c2c3a344a2ec47fff350d9374bcff2e5566b70d4,701.2500000000,6249,295832,970.7606811523,712030,2147483647
"2021-11-30 23:00:53",000000000000000000030d2ca481edfb19a9a344ac134934af7e8ac3baf6aad1,706.3388061523,6960,294989,970.7575073242,712029,2147483647
"2021-11-30 22:53:33",0000000000000000000022e77fdb87a604b4fdfb28cbea9830e1020ddc3f2859,706.3388061523,6960,294989,970.7575073242,712028,2147483647
"2021-11-30 22:46:40",00000000000000000001abb3b1801eb4306e0cad353193ae1ba80850be2bd2be,706.6611938477,8891,294981,970.7564697266,712027,2147483647
"2021-11-30 22:36:29",0000000000000000000aaf7395d811c17bc00965bd7aeb07268d8f0c5701cb2b,702.8759765625,7512,293727,970.7545776367,712026,2147483647
"2021-11-30 22:16:56",0000000000000000000c3fce498c48dde80f83fca7a1077d018072a74da93231,685.9835815430,8392,291699,970.7501831055,712025,2147483647
"2021-11-30 22:11:29",00000000000000000008a854e6c02821801069ceec020cf492ef9110dc621d13,685.9835815430,8392,291699,970.7501831055,712024,2147483647
"2021-11-30 21:33:55",0000000000000000000a0b9bd4c5634332adb8ab1a0ceea4704876a6e332aba6,661.8372192383,16686,294618,970.7479248047,712023,2147483647
"2021-11-30 21:20:42",000000000000000000053b881b7cc4e0b6e6d1ff389632d7dc04cb968dbb1cf4,656.5891113281,16686,291361,970.7426757812,712021,2147483647
"2021-11-30 20:56:49",0000000000000000000c8cfe12dbd35103bc32e23cebfb86555ef756fbef6c0a,663.8983764648,15422,286412,970.7357788086,712020,2147483647
"2021-11-30 20:55:34",0000000000000000000171018ddc9f32139a1f0d24c6c7b436eeb27870ed6a11,665.3333129883,15137,287062,970.7357788086,712019,2147483647
"2021-11-30 20:50:04",000000000000000000027c48e4dfc019a4dbe6406012be1217a01086c05cefbc,662.0769042969,15997,285937,970.7357788086,712018,2147483647
"2021-11-30 20:47:31",0000000000000000000821f060c9c6d53a9790c5a714b241c5869b41be303bc1,668.1093750000,15997,285937,970.7352294922,712017,2147483647
"2021-11-30 20:39:09",000000000000000000035e0d036ecd9932ae83a4f36da9386bd8476b88943575,666.1008300781,15997,285586,970.7352294922,712016,2147483647
"2021-11-30 20:38:19",000000000000000000075b4adeb64b7a56aaaf64d2cf674d6abd8fd134151cb2,658.4375000000,15997,285586,970.7324829102,712015,2147483647
"2021-11-30 20:10:52",00000000000000000000cec5a76c133cd26313b21a0a82a699b6e825675a28f5,658.4154052734,14396,288168,970.7302856445,712014,2147483647
"2021-11-30 19:58:41",00000000000000000002492fb95598001a3dbdbfa760f5c9a94a6135b7edd5be,648.2230834961,14396,288260,970.7277221680,712013,2147483647
"2021-11-30 19:31:46",00000000000000000002f61cf8db8aaa0ba5c50dd0edf7052d5866c36a7a89b1,640.8787841797,12361,292046,970.7247924805,712012,2147483647
"2021-11-30 19:03:31",0000000000000000000a8907c4f5568482267ee18c46790af359cc476341471f,632.9166870117,22310,291641,970.7219238281,712011,2147483647
"2021-11-30 18:29:38",0000000000000000000c62f9ec344551d1acfdfc640f03c68567665d38f5fcc4,632.7556152344,22318,299622,970.7208251953,712010,2147483647
"2021-11-30 18:22:26",0000000000000000000a8212046bc2e4752c94ccb0b5b729ed68e121b39cc2cd,643.2706909180,24592,293802,970.7124023438,712009,2147483647
"2021-11-30 18:18:22",00000000000000000005e2d226a68bf61f03876d028d12d16aee4446e9bf9acb,643.2706909180,24592,293802,970.7124023438,712008,2147483647
