dt,neg,neu,pos,compound,volume
"2021-12-01 16:19:00",0.0426630452,0.8522037864,0.1051385850,0.1700921208,368
"2021-12-01 16:18:00",0.0384626426,0.8454109430,0.1161235645,0.2254870683,348
"2021-12-01 16:17:00",0.0414935723,0.8481928110,0.1103110537,0.2109580934,389
"2021-12-01 16:16:01",0.0310950112,0.8307434916,0.1381472647,0.3039990366,421
"2021-12-01 16:15:00",0.0380897447,0.8254076838,0.1364641041,0.2759912908,390
"2021-12-01 16:14:01",0.0376349986,0.8319050074,0.1304575056,0.2809412479,400
"2021-12-01 16:13:00",0.0354090892,0.8436770439,0.1209258363,0.2435318232,418
"2021-12-01 16:12:01",0.0305452496,0.8466153741,0.1228257939,0.2817020416,442
"2021-12-01 16:11:00",0.0316414237,0.8517394066,0.1165991127,0.2591884136,449
"2021-12-01 16:10:00",0.0386233777,0.8395930529,0.1217900440,0.2527753115,462
"2021-12-01 16:09:00",0.0380477384,0.8454170823,0.1165326610,0.2275221050,398
"2021-12-01 16:08:01",0.0422832072,0.8431303501,0.1145964935,0.2097922266,399
"2021-12-01 16:07:00",0.0407133028,0.8439426422,0.1153440401,0.2178559601,436
"2021-12-01 16:06:00",0.0345642716,0.8572810292,0.1081525087,0.2300538123,459
"2021-12-01 16:05:00",0.0388370380,0.8524568081,0.1087135822,0.2205288857,405
"2021-12-01 16:04:00",0.0431542546,0.8545106649,0.1023297906,0.1599063873,376
"2021-12-01 16:03:00",0.0367377438,0.8484951258,0.1147450954,0.2163252383,408
"2021-12-01 16:02:01",0.0353968963,0.8536407948,0.1109600887,0.1833257228,451
"2021-12-01 16:01:00",0.0341257378,0.8647485375,0.1011237726,0.1891585439,509
"2021-12-01 16:00:00",0.0339744091,0.8521397710,0.1138720438,0.2334722430,508
"2021-12-01 15:59:01",0.0305668600,0.8489243984,0.1205058172,0.2597956359,344
"2021-12-01 15:58:01",0.0433542170,0.8236578107,0.1329903603,0.2778836191,415
"2021-12-01 15:57:01",0.0407661088,0.8358066678,0.1234391406,0.2765193284,419
"2021-12-01 15:56:00",0.0368598141,0.8398014307,0.1233177558,0.2572843432,428
"2021-12-01 15:55:00",0.0347553194,0.8471569419,0.1181010604,0.2362720817,376
"2021-12-01 15:54:01",0.0368121564,0.8496602178,0.1135110483,0.2221856415,362
"2021-12-01 15:53:00",0.0387035049,0.8285363913,0.1327439398,0.2515657544,371
"2021-12-01 15:52:00",0.0335670114,0.8525206447,0.1139046401,0.2451721579,388
"2021-12-01 15:51:01",0.0342095979,0.8511439562,0.1146439388,0.2457595915,396
"2021-12-01 15:50:01",0.0450571440,0.8464052081,0.1085324660,0.2181423306,385
"2021-12-01 15:49:01",0.0389292911,0.8299292922,0.1311287880,0.2643315792,396
"2021-12-01 15:48:01",0.0370921344,0.8307348490,0.1321573108,0.2907170653,445
"2021-12-01 15:47:00",0.0438816324,0.8251857162,0.1309224516,0.2813312113,490
"2021-12-01 15:46:00",0.0327551849,0.8359439969,0.1312883794,0.3026284277,482
"2021-12-01 15:45:01",0.0275756828,0.8383895755,0.1340049654,0.3218749464,403
"2021-12-01 15:44:00",0.0440304577,0.8258730769,0.1300837547,0.2817413807,394
"2021-12-01 15:43:00",0.0344504938,0.8376089334,0.1279356480,0.2965522408,404
"2021-12-01 15:42:01",0.0430215970,0.8455961347,0.1113758087,0.2409187853,463
"2021-12-01 15:41:00",0.0305986982,0.8397310376,0.1296399087,0.3248516321,461
"2021-12-01 15:40:00",0.0346620679,0.8458321691,0.1195011511,0.2663119435,435
"2021-12-01 15:39:00",0.0381354839,0.8368924856,0.1249763444,0.2466918230,465
"2021-12-01 15:38:00",0.0308738090,0.8435500264,0.1255761832,0.2914735675,420
"2021-12-01 15:37:00",0.0340781994,0.8329620957,0.1329454929,0.2930258214,422
